"Accn"	"Super.Group"	"Organism_Taxonomic_ID"	"Organism.Name"	"SIN1"	"RICTOR"	"RAPTOR"	"TOR"	"LST8"	"C.score"	"Frag.score"	"Class.name"	"Phylum.name"	"Order.name"	"Family.name"	"Genus.name"	"Source"
"GCA_011766145.1"	"Chlorophyta"	44745	"Haematococcus lacustris"	NA	NA	"M"	"H"	"H"	40.16	16	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Haematococcaceae"	"Haematococcus"	"NCBI"
"GCA_014080715.1"	"Chlorophyta"	2650976	"Scenedesmus sp. NREL 46B-D3"	NA	NA	"H"	"H"	"H"	93.15	2.17	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"NCBI"
"GCA_014905635.1"	"Chlorophyta"	2742167	"Scenedesmus sp. PABB004"	NA	NA	"H"	"H"	"H"	90.19	0.46	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"NCBI"
"GCA_015473125.1"	"Chlorophyta"	41880	"Pycnococcus provasolii"	NA	NA	"H"	"H"	"H"	85.98	0.92	NA	"Chlorophyta"	NA	"Pycnococcaceae"	"Pycnococcus"	"NCBI"
"GCA_016618255.1"	"Chlorophyta"	1653778	"Chlamydomonas sp. UWO 241"	NA	NA	"H"	"H"	"H"	82.49	2.5	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"NCBI"
"GCA_016834595.1"	"Chlorophyta"	2026947	"Chlamydomonas schloesseri"	NA	NA	"H"	"H"	"H"	97.83	0.79	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"NCBI"
"GCA_016834605.1"	"Chlorophyta"	51695	"Chlamydomonas incerta"	NA	NA	"H"	"H"	"H"	95.92	1.97	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"NCBI"
"GCA_016858145.1"	"Chlorophyta"	47281	"Edaphochlamys debaryana"	NA	NA	"H"	"H"	"H"	96.84	1.38	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	NA	"Edaphochlamys"	"NCBI"
"GCA_019044685.2"	"Chlorophyta"	1650286	"Chlorella desiccata (nom. nud.)"	NA	NA	"H"	"H"	"H"	96.45	0.39	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"NCBI"
"GCA_019650175.1"	"Chlorophyta"	51714	"Volvox africanus"	NA	NA	"H"	"H"	"H"	89.27	0.92	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Volvocaceae"	"Volvox"	"NCBI"
"GCA_019650235.1"	"Chlorophyta"	1737510	"Volvox reticuliferus"	NA	NA	"H"	"H"	"H"	90.85	0.79	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Volvocaceae"	"Volvox"	"NCBI"
"GCA_020887355.1"	"Chlorophyta"	2315456	"Coccomyxa sp. Obi"	NA	NA	"H"	"H"	"H"	98.75	0.2	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Coccomyxa"	"NCBI"
"GCA_021605115.1"	"Chlorophyta"	47775	"Astrephomene gubernaculifera"	NA	NA	"H"	"H"	"H"	83.15	3.42	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Astrephomenaceae"	"Astrephomene"	"NCBI"
"GCA_023343905.1"	"Chlorophyta"	3077	"Chlorella vulgaris"	NA	NA	"H"	"H"	"H"	98.95	0.26	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"NCBI"
"GCA_025026875.1"	"Chlorophyta"	2649997	"Chlorella ohadii"	NA	NA	"H"	"H"	"H"	95.39	1.32	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"NCBI"
"GCA_025201885.1"	"Chlorophyta"	39955	"Monoraphidium minutum"	NA	NA	"H"	"H"	"H"	96.38	0.86	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Selenastraceae"	"Monoraphidium"	"NCBI"
"GCA_025209345.1"	"Chlorophyta"	2696299	"Picochlorum sp. BPE23"	NA	NA	"H"	"H"	"H"	95.26	0.59	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Picochlorum"	"NCBI"
"GCA_030267485.1"	"Chlorophyta"	330485	"Pleodorina starrii"	NA	NA	"H"	"H"	"H"	97.3	0.26	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Volvocaceae"	"Pleodorina"	"NCBI"
"GCA_030272585.1"	"Chlorophyta"	3041901	"Bryopsis sp. KO-2023"	NA	NA	"H"	"H"	"H"	95.33	0.33	"Ulvophyceae"	"Chlorophyta"	"Bryopsidales"	"Bryopsidaceae"	"Bryopsis"	"NCBI"
"GCA_031763795.1"	"Chlorophyta"	3111	"Prototheca wickerhamii"	NA	NA	"H"	"H"	"H"	77.88	3.55	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Prototheca"	"NCBI"
"GCA_034226045.1"	"Chlorophyta"	1470871	"Picochlorum sp. SENEW3"	NA	NA	"H"	"H"	"H"	25.54	0.33	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Picochlorum"	"NCBI"
"GCA_038396805.1"	"Chlorophyta"	1461544	"Chloropicon roscoffensis"	NA	"M"	"H"	"H"	"H"	91.24	0.33	"Chloropicophyceae"	"Chlorophyta"	"Chloropicales"	"Chloropicaceae"	"Chloropicon"	"NCBI"
"GCA_040144335.1"	"Chlorophyta"	381761	"Elliptochloris bilobata"	NA	NA	"H"	"H"	"H"	93.75	1.12	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Elliptochloris"	"NCBI"
"GCA_040144355.1"	"Chlorophyta"	904363	"Apatococcus lobatus"	NA	NA	"H"	"H"	"H"	95.59	0.46	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"NCBI"
"GCA_040144375.1"	"Chlorophyta"	2026836	"Apatococcus fuscideae"	NA	NA	"H"	"H"	"L"	75.77	2.5	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"NCBI"
"GCA_040144395.1"	"Chlorophyta"	41462	"[Myrmecia] bisecta"	NA	NA	"H"	"H"	"H"	96.91	0.99	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Myrmecia"	"NCBI"
"GCA_040144405.1"	"Chlorophyta"	706552	"Symbiochloris irregularis"	NA	NA	"H"	"H"	"H"	91.05	1.45	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Symbiochloris"	"NCBI"
"GCA_040182555.1"	"Chlorophyta"	248742	"Coccomyxa subellipsoidea"	NA	NA	"H"	"H"	"H"	95.46	0.99	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Coccomyxa"	"NCBI"
"GCA_040206735.1"	"Chlorophyta"	2905653	"Trebouxia sp. C0004"	NA	NA	"H"	"H"	"H"	96.51	0.66	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"NCBI"
"GCA_040206745.1"	"Chlorophyta"	2905655	"Trebouxia sp. C0006"	NA	NA	"H"	"H"	"H"	94.34	1.91	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"NCBI"
"GCA_040206755.1"	"Chlorophyta"	2905654	"Trebouxia sp. C0005"	NA	NA	"H"	"H"	"M"	93.22	1.97	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"NCBI"
"GCA_040746505.1"	"Chlorophyta"	2578422	"Sanguina aurantia"	NA	NA	"H"	"H"	"H"	88.08	1.51	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Sanguina"	"NCBI"
"GCA_045269255.1"	"Chlorophyta"	3373144	"Trebouxia sp. C0009 RCD-2024"	NA	NA	"H"	"H"	"H"	93.22	1.45	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"NCBI"
"GCA_045269315.1"	"Chlorophyta"	3373145	"Trebouxia sp. C0010 RCD-2024"	NA	NA	"H"	"H"	"H"	92.69	2.7	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"NCBI"
"GCA_905146915.1"	"Chlorophyta"	121088	"Ostreobium quekettii"	NA	NA	"H"	"H"	"H"	64.52	2.76	"Ulvophyceae"	"Chlorophyta"	"Bryopsidales"	"Ostreobiaceae"	"Ostreobium"	"NCBI"
"GCA_916048055.1"	"Chlorophyta"	765719	"Pedinophyceae sp. YPF-701"	NA	NA	"H"	"H"	"H"	86.7	0.79	"Pedinophyceae"	"Chlorophyta"	NA	NA	NA	"NCBI"
"GCA_963575595.1"	"Chlorophyta"	1274662	"Coccomyxa viridis"	NA	NA	"H"	"H"	"H"	96.51	0.86	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Coccomyxa"	"NCBI"
"GCA_964261555.1"	"Chlorophyta"	1965095	"Coccomyxa elongata"	NA	NA	"H"	"H"	"H"	98.09	0.33	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Coccomyxa"	"NCBI"
"DesarSE107"	"Chlorophyta"	375941	"Desmodesmus armatus"	NA	NA	"H"	"H"	"H"	93.1	1.7	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Desmodesmus"	"JGI"
"Limspi1"	"Chlorophyta"	2954232	"Limnomonas spitsbergensis"	NA	NA	"H"	"H"	"H"	92.2	0.6	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	NA	"Limnomonas"	"JGI"
"Chrzof2"	"Chlorophyta"	31302	"Chromochloris zofingiensis"	NA	NA	"H"	"H"	"H"	98.9	0.5	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"JGI"
"ScespWC1"	"Chlorophyta"	3087	"Scenedesmus"	NA	NA	"H"	"H"	"H"	96.6	0.6	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"JGI"
"Chloso1230"	"Chlorophyta"	3071	"Chlorella"	NA	NA	"H"	"H"	"H"	96.8	0.7	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"JGI"
"Trebou978"	"Chlorophyta"	75966	"Trebouxiophyceae"	NA	NA	"H"	"H"	"H"	91.6	0.5	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	NA	"JGI"
"Trebou4402"	"Chlorophyta"	2941158	"Chlorellaceae sp."	NA	NA	"H"	"H"	"H"	88	2.2	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	NA	"JGI"
"Chlremi1"	"Chlorophyta"	2069334	"Chloromonas remiasii"	NA	NA	"H"	"H"	"H"	92.8	1.8	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chloromonas"	"JGI"
"Botrbrau1"	"Chlorophyta"	1202541	"Botryococcus braunii Showa"	NA	NA	"H"	"H"	"M"	81.7	5.9	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Botryococcus"	"JGI"
"Pedmin1"	"Chlorophyta"	3159	"Pedinomonas minor"	NA	NA	"H"	"H"	"H"	89.5	1.8	"Pedinophyceae"	"Chlorophyta"	"Pedinomonadales"	"Pedinomonadaceae"	"Pedinomonas"	"JGI"
"MicrYARC1"	"Chlorophyta"	2904290	"Microglena sp. YARC"	NA	NA	"H"	"H"	"H"	82.7	5.5	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Microglena"	"JGI"
"MicrAD1"	"Chlorophyta"	38832	"Micromonas"	NA	NA	"H"	"H"	"M"	92.8	0.9	"Mamiellophyceae"	"Chlorophyta"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"JGI"
"TetrdesSNI2"	"Chlorophyta"	2780016	"Tetradesmus deserticola"	NA	NA	"H"	"H"	"H"	96.4	1	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"JGI"
"Flerot1"	"Chlorophyta"	269715	"Flechtneria rotunda"	NA	NA	"H"	"H"	"H"	98.6	0.3	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Flechtneria"	"JGI"
"Enacos1"	"Chlorophyta"	113528	"Enallax costatus"	NA	NA	"H"	"H"	"H"	98.4	0.5	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Enallax"	"JGI"
"Pico"	"Chlorophyta"	2320818	"Picocystis sp. ML"	NA	NA	NA	"M"	NA	32.1	5.7	"Picocystophyceae"	"Chlorophyta"	"Picocystales"	"Picocystaceae"	"Picocystis"	"JGI"
"Picre1"	"Chlorophyta"	2601844	"Picochlorum sp. BH-2019"	NA	NA	"H"	"H"	"H"	67.3	11.3	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Picochlorum"	"JGI"
"Picsp"	"Chlorophyta"	2053932	"Picochlorum sp. 'soloecismus'"	NA	NA	"H"	"H"	"H"	87	0.8	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Picochlorum"	"JGI"
"ChloA99"	"Chlorophyta"	2041167	"Chlorella sp. A99"	NA	NA	"H"	"H"	"H"	90.1	2.4	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"JGI"
"Tetstr1"	"Chlorophyta"	3165	"Tetraselmis striata"	NA	NA	"H"	"H"	"H"	93.2	1.1	"Chlorodendrophyceae"	"Chlorophyta"	"Chlorodendrales"	"Chlorodendraceae"	"Tetraselmis"	"JGI"
"Caulen1"	"Chlorophyta"	148947	"Caulerpa lentillifera"	NA	NA	"H"	"H"	"H"	75	2.3	"Ulvophyceae"	"Chlorophyta"	"Bryopsidales"	"Caulerpaceae"	"Caulerpa"	"JGI"
"Volca2"	"Chlorophyta"	3067	"Volvox carteri"	NA	NA	"H"	"H"	"H"	95.4	1	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Volvocaceae"	"Volvox"	"JGI"
"SymretSc1"	"Chlorophyta"	40981	"Symbiochloris reticulata"	NA	NA	"H"	"H"	"H"	96.3	0.5	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Symbiochloris"	"JGI"
"Astpho2"	"Chlorophyta"	763042	"Asterochloris sp. Cgr/DA1pho"	NA	NA	"H"	"H"	"H"	92.4	2	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Asterochloris"	"JGI"
"Batpra1"	"Chlorophyta"	1075084	"Bathycoccus prasinos RCC1105"	NA	NA	"H"	"H"	"H"	96.5	0.9	"Mamiellophyceae"	"Chlorophyta"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"JGI"
"Ulvmu1"	"Chlorophyta"	498180	"Ulva mutabilis"	NA	NA	"H"	"H"	"H"	87.3	0.9	"Ulvophyceae"	"Chlorophyta"	"Ulvales"	"Ulvaceae"	"Ulva"	"JGI"
"GCA_000512085.1"	"Rhizaria"	46433	"Reticulomyxa filosa"	NA	"M"	"L"	"M"	"L"	36.86	27.84	NA	"Foraminifera"	NA	"Reticulomyxidae"	"Reticulomyxa"	"NCBI"
"GCA_001049375.1"	"Rhizaria"	37360	"Plasmodiophora brassicae"	NA	"H"	"H"	"M"	"L"	88.63	3.92	"Phytomyxea"	"Endomyxa"	"Plasmodiophorida"	"Plasmodiophoridae"	"Plasmodiophora"	"NCBI"
"GCA_039583845.1"	"Rhizaria"	2184066	"Marteilia pararefringens"	NA	NA	NA	"L"	NA	21.18	12.94	"Ascetosporea"	"Endomyxa"	"Paramyxida"	"Marteiliidae"	"Marteilia"	"NCBI"
"GCA_040357535.1"	"Rhizaria"	2844372	"Paramarteilia canceri"	NA	NA	"L"	"L"	NA	9.41	15.29	"Ascetosporea"	"Endomyxa"	"Paramyxida"	"Marteiliidae"	"Paramarteilia"	"NCBI"
"GCA_040357565.1"	"Rhizaria"	1215613	"Cercozoa sp. M6MM"	NA	NA	NA	"L"	"L"	55.29	14.51	NA	"Cercozoa"	NA	NA	NA	"NCBI"
"Bigna1"	"Rhizaria"	753081	"Bigelowiella natans CCMP2755"	NA	"H"	"H"	"H"	"H"	72.9	12.2	"Chlorarachniophyceae"	"Cercozoa"	NA	NA	"Bigelowiella"	"JGI"
"GCA_963377065.1"	"Alveolata"	2562239	"Effrenium voratum"	NA	NA	"P"	"H"	"P"	67.25	15.2	"Dinophyceae"	NA	"Suessiales"	"Symbiodiniaceae"	"Effrenium"	"NCBI"
"GCA_963969995.1"	"Alveolata"	1381693	"Durusdinium trenchii"	NA	NA	"P"	"H"	"L"	83.63	5.85	"Dinophyceae"	NA	"Suessiales"	"Symbiodiniaceae"	"Durusdinium"	"NCBI"
"GCA_905182975.1"	"Alveolata"	5886	"Paramecium primaurelia"	"M"	"P"	NA	"H"	"H"	97.08	1.17	"Oligohymenophorea"	"Ciliophora"	"Peniculida"	"Parameciidae"	"Paramecium"	"NCBI"
"GCA_040357525.1"	"Rhizaria"	126728	"Bonamia ostreae"	NA	"L"	"P"	"L"	"L"	25.88	18.82	"Ascetosporea"	"Endomyxa"	"Haplosporida"	NA	"Bonamia"	"NCBI"
"GCA_000698435.2"	"Rhizaria"	641309	"Lotharella oceanica"	NA	"P"	"P"	"P"	"P"	1.96	1.18	"Chlorarachniophyceae"	"Cercozoa"	NA	NA	"Lotharella"	"NCBI"
"GCA_009731375.1"	"Rhizaria"	1928728	"Paulinella micropora"	NA	NA	"P"	"P"	"P"	1.96	0.78	"Imbricatea"	"Cercozoa"	"Euglyphida"	"Paulinellidae"	"Paulinella"	"NCBI"
"GCA_030272055.1"	"Chlorophyta"	3088	"Tetradesmus obliquus"	NA	NA	"P"	"H"	"H"	94.87	1.32	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"NCBI"
"GCA_900660405.1"	"Stramenopiles"	183589	"Pseudo-nitzschia multistriata"	NA	NA	"H"	"H"	"P"	86	1	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	"Pseudo-nitzschia"	"NCBI"
"GCA_000347455.1"	"Streptophyta"	4572	"Triticum urartu"	NA	NA	"P"	"H"	"H"	55.5	14.7	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Triticum"	"NCBI"
"GCA_044505025.1"	"Streptophyta"	338654	"Bienertia sinuspersici"	NA	NA	"P"	"H"	"M"	72.2	12.8	"Magnoliopsida"	"Streptophyta"	"Caryophyllales"	"Chenopodiaceae"	"Bienertia"	"NCBI"
"GCA_000569095.1"	"Stramenopiles"	72520	"Nannochloropsis gaditana"	NA	"P"	"H"	"H"	"H"	86	9	"Eustigmatophyceae"	NA	"Eustigmatales"	"Monodopsidaceae"	"Nannochloropsis"	"NCBI"
"GCA_002215365.1"	"Stramenopiles"	4795	"Phytophthora megakarya"	"M"	"P"	"H"	"H"	"P"	91	3	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"Euggra1"	"Excavata"	3039	"Euglena gracilis"	NA	"P"	"H"	"H"	"L"	30.6	12.5	"Euglenida"	"Euglenozoa"	"Euglenales"	"Euglenaceae"	"Euglena"	"JGI"
"GCA_000240725.1"	"Discoba"	1093141	"Nannochloropsis gaditana CCMP526"	NA	"P"	"H"	"H"	"P"	40	9	"Eustigmatophyceae"	NA	"Eustigmatales"	"Monodopsidaceae"	"Nannochloropsis"	"NCBI"
"GCA_001643675.2"	"Metamonada"	2049356	"Monocercomonoides exilis"	NA	"P"	"H"	"H"	"L"	59.61	5.1	NA	"Preaxostyla"	"Oxymonadida"	"Polymastigidae"	"Monocercomonoides"	"NCBI"
"GCA_014319735.1"	"Streptophyta"	4432	"Nelumbo nucifera"	NA	NA	"P"	"P"	"P"	0.1	0.2	"Magnoliopsida"	"Streptophyta"	"Proteales"	"Nelumbonaceae"	"Nelumbo"	"NCBI"
"GCA_009905375.1"	"Streptophyta"	4045	"Apium graveolens"	NA	NA	"P"	"P"	"P"	4.8	1	"Magnoliopsida"	"Streptophyta"	"Apiales"	"Apiaceae"	"Apium"	"NCBI"
"GCA_024862765.1"	"Alveolata"	5871	"Babesia caballi"	NA	NA	NA	"P"	NA	79.03	5.9	"Aconoidasida"	"Apicomplexa"	"Piroplasmida"	"Babesiidae"	"Babesia"	"NCBI"
"GCA_020310875.1"	"Streptophyta"	49495	"Ceratopteris richardii"	NA	NA	"H"	"H"	"P"	84	4.8	"Polypodiopsida"	"Streptophyta"	"Polypodiales"	"Pteridaceae"	"Ceratopteris"	"NCBI"
"GCA_039657325.1"	"Streptophyta"	152367	"Stephania cephalantha"	NA	NA	"H"	"H"	"P"	96	1.8	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Menispermaceae"	"Stephania"	"NCBI"
"GCA_000414095.2"	"Streptophyta"	981085	"Morus notabilis"	NA	NA	"H"	"H"	"P"	87.2	7.5	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Moraceae"	"Morus"	"NCBI"
"GCA_002271895.2"	"Streptophyta"	80379	"Capsicum chinense"	NA	NA	"H"	"H"	"P"	79.9	8.6	"Magnoliopsida"	"Streptophyta"	"Solanales"	"Solanaceae"	"Capsicum"	"NCBI"
"GCA_011114355.1"	"Streptophyta"	544730	"Carex littledalei"	NA	NA	"H"	"H"	"P"	84.9	2.4	"Magnoliopsida"	"Streptophyta"	"Poales"	"Cyperaceae"	"Carex"	"NCBI"
"GCA_013677235.1"	"Streptophyta"	34286	"Gossypium klotzschianum"	NA	NA	"H"	"H"	"P"	56.4	9.9	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_001633215.2"	"Streptophyta"	888268	"Dichanthelium oligosanthes"	NA	NA	"P"	"H"	"H"	68.5	10	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Dichanthelium"	"NCBI"
