Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Stats Total Sequence Length	Assembly Level
GCA_947370145.1	AGA_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11760088	Contig
GCA_949124245.1	AGA_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11760088	Contig
GCA_029990785.1	CQI_4a.nuclear_genome	Saccharomyces cerevisiae	4932	11765885	Scaffold
GCA_949126015.1	CQI_4a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11765885	Scaffold
GCA_029990885.1	CLN.nuclear_genome	Saccharomyces cerevisiae	4932	11983768	Contig
GCA_949124915.1	CLN.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11983768	Contig
GCA_029991625.1	AIC.nuclear_genome	Saccharomyces cerevisiae	4932	11871368	Contig
GCA_949124365.1	AIC.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11871368	Contig
GCA_947370645.1	ALH_1b.nuclear_genome	Saccharomyces cerevisiae	4932	11977170	Contig
GCA_949124175.1	ALH_1b.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11977170	Contig
GCA_029990515.1	ABH.nuclear_genome	Saccharomyces cerevisiae	4932	11911399	Contig
GCA_949124325.1	ABH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11911399	Contig
GCA_947370785.1	ALH_1c.nuclear_genome	Saccharomyces cerevisiae	4932	11791157	Contig
GCA_949124385.1	ALH_1c.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11791157	Contig
GCA_030035855.1	AKR_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11843924	Scaffold
GCA_949124165.1	AKR_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11843924	Scaffold
GCA_029991515.1	CRB_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11869610	Contig
GCA_949125755.1	CRB_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11869610	Contig
GCA_029990805.1	AKH_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11815591	Contig
GCA_949124285.1	AKH_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11815591	Contig
GCA_949125295.1	CRE_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12049131	Scaffold
GCA_029989255.1	BCN.nuclear_genome	Saccharomyces cerevisiae	4932	11870699	Contig
GCA_949124525.1	BCN.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11870699	Contig
GCA_030036035.1	AIF_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12126785	Scaffold
GCA_949124435.1	AIF_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12126785	Scaffold
GCA_030035835.1	ADM_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11867135	Scaffold
GCA_949124375.1	ADM_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11867135	Scaffold
GCA_029991145.1	BCE_3a.nuclear_genome	Saccharomyces cerevisiae	4932	11843729	Contig
GCA_949124745.1	BCE_3a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11843729	Contig
GCA_947370465.1	AVB.nuclear_genome	Saccharomyces cerevisiae	4932	11902943	Scaffold
GCA_949124775.1	AVB.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11902943	Scaffold
GCA_029991315.1	BDC_1c.nuclear_genome	Saccharomyces cerevisiae	4932	12137032	Scaffold
GCA_949124805.1	BDC_1c.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12137032	Scaffold
GCA_949122065.1	BFH_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11910531	Scaffold
GCA_947370695.2	ASB_HP2.nuclear_genome	Saccharomyces cerevisiae	4932	12078710	Scaffold
GCA_949122135.1	ASB_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12078710	Scaffold
GCA_947369795.1	BMB.nuclear_genome	Saccharomyces cerevisiae	4932	11830859	Contig
GCA_949124605.1	BMB.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11830859	Contig
GCA_029991225.1	BMC_2a.nuclear_genome	Saccharomyces cerevisiae	4932	11832229	Contig
GCA_949124475.1	BMC_2a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11832229	Contig
GCA_030036075.1	ALI_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12254196	Scaffold
GCA_949124195.1	ALI_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12254196	Scaffold
GCA_949123255.1	AAC_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11622345	Scaffold
GCA_949124545.1	ASB_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12022992	Scaffold
GCA_949125285.1	CGH_3_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11800568	Scaffold
GCA_947370215.1	BDN_1c.nuclear_genome	Saccharomyces cerevisiae	4932	11682287	Scaffold
GCA_949124815.1	BDN_1c.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11682287	Scaffold
GCA_029989385.1	CEL_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11891469	Scaffold
GCA_949125365.1	CEL_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11891469	Scaffold
GCA_947370825.1	ADQ.nuclear_genome	Saccharomyces cerevisiae	4932	11820343	Scaffold
GCA_949124215.1	ADQ.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11820343	Scaffold
GCA_030035955.1	CNT_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12244552	Scaffold
GCA_949126085.1	CNT_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12244552	Scaffold
GCA_949124225.1	AAB.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12063471	Scaffold
GCA_947369765.1	BHH.nuclear_genome	Saccharomyces cerevisiae	4932	11994015	Scaffold
GCA_949124695.1	BHH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11994015	Scaffold
GCA_949125035.1	CFC_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11855947	Scaffold
GCA_949124795.1	BEM_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11881333	Scaffold
GCA_947370365.1	BBL.nuclear_genome	Saccharomyces cerevisiae	4932	11996832	Scaffold
GCA_949124645.1	BBL.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11996832	Scaffold
GCA_030036375.1	CIH_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11917522	Scaffold
GCA_949125675.1	CIH_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11917522	Scaffold
GCA_029990645.1	ADS.nuclear_genome	Saccharomyces cerevisiae	4932	11691449	Scaffold
GCA_949124145.1	ADS.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11691449	Scaffold
GCA_932563355.1	CHR4MPN_202011	Saccharomyces cerevisiae	4932	12165276	Contig
GCA_947370195.1	BAH.nuclear_genome	Saccharomyces cerevisiae	4932	11861488	Scaffold
GCA_949124635.1	BAH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11861488	Scaffold
GCA_949123975.1	BBF_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11781498	Scaffold
GCA_949121775.1	AIF_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11612260	Scaffold
GCA_949123965.1	BPK_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11404994	Contig
GCA_947370705.1	ANE.nuclear_genome	Saccharomyces cerevisiae	4932	11882528	Scaffold
GCA_949124185.1	ANE.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11882528	Scaffold
GCA_949123955.1	AEL_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11492506	Contig
GCA_030035875.1	ASN_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11828961	Scaffold
GCA_949124585.1	ASN_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11828961	Scaffold
GCA_949123475.1	AIS_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11443056	Scaffold
GCA_030035915.1	CFF_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12073622	Scaffold
GCA_949125025.1	CFF_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12073622	Scaffold
GCA_030035935.1	CIC_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11962569	Scaffold
GCA_949124945.1	CIC_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11962569	Scaffold
GCA_949122415.1	CMF_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11135911	Scaffold
GCA_949121605.1	ALI_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11939752	Scaffold
GCA_003046745.1	ASM304674v1	Saccharomyces cerevisiae	4932	11594180	Contig
GCA_030035895.1	CBM_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11970652	Scaffold
GCA_949125735.1	CBM_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11970652	Scaffold
GCA_003046695.1	ASM304669v1	Saccharomyces cerevisiae	4932	11590129	Contig
GCA_029991455.1	BAM.nuclear_genome	Saccharomyces cerevisiae	4932	12155023	Scaffold
GCA_949124505.1	BAM.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12155023	Scaffold
GCA_949123545.1	CNT_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11559305	Contig
GCA_949121655.1	ASN_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11450408	Contig
GCA_949122005.1	AKR_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11108683	Contig
GCA_949123155.1	CIH_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11787000	Contig
GCA_014132375.1	Scer_NYR20_01	Saccharomyces cerevisiae	4932	11518743	Scaffold
GCA_001983315.1	ASM198331v1	Saccharomyces cerevisiae	4932	12005589	Contig
GCA_949121915.1	ADM_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	10930166	Contig
GCA_009014655.1	Scer_Pf_1_01	Saccharomyces cerevisiae	4932	12498706	Scaffold
GCA_026585715.1	ASM2658571v1	Saccharomyces cerevisiae	4932	12942869	Contig
GCA_026585705.1	ASM2658570v1	Saccharomyces cerevisiae	4932	12740040	Contig
GCA_014905575.1	SCawmr101_1.0	Saccharomyces cerevisiae	4932	11455750	Scaffold
GCA_002804325.1	ASM280432v1	Saccharomyces cerevisiae	4932	11505331	Contig
GCA_003046715.1	ASM304671v1	Saccharomyces cerevisiae	4932	11502012	Contig
GCA_026954905.1	ASM2695490v1	Saccharomyces cerevisiae	4932	11599798	Contig
GCA_026954535.1	ASM2695453v1	Saccharomyces cerevisiae	4932	12676090	Contig
GCA_014132395.1	Scer_P-684_01	Saccharomyces cerevisiae	4932	11492082	Scaffold
GCA_000218975.1	ASM21897v1	Saccharomyces cerevisiae EC1118	643680	11659512	Contig
GCA_000182175.1	ASM18217v1	Saccharomyces cerevisiae AWRI1631	545124	11176855	Contig
GCA_000149365.1	ASM14936v1	Saccharomyces cerevisiae RM11-1a	285006	11736985	Scaffold
GCA_000326005.1	ScFostersO_v01	Saccharomyces cerevisiae FostersO	764101	11684932	Contig
GCA_043157545.1	ASM4315754v1	Schizosaccharomyces pombe	4896	12518769	Contig
GCA_014049485.1	ASM1404948v1	Candida albicans	5476	16936052	Contig
GCA_000784655.1	Cand_albi_SC5314_V3	Candida albicans SC5314	237561	14699893	Scaffold
GCA_000784635.1	Cand_albi_SC5314_V4	Candida albicans SC5314	237561	15213099	Scaffold
GCA_000774085.1	Cand_albi_P87_V2	Candida albicans P87	1094984	14461023	Scaffold
GCA_000775455.1	Cand_albi_L26_V2	Candida albicans L26	1094982	14516741	Scaffold
GCA_000784515.1	Cand_albi_P37039_V1	Candida albicans P37039	1094993	14523568	Scaffold
GCA_000784505.1	Cand_albi_P76055_V1	Candida albicans P76055	1094998	14453368	Scaffold
GCA_000775525.1	Cand_albi_P75063_V1	Candida albicans P75063	1094997	14453728	Scaffold
GCA_000773805.1	Cand_albi_P57072_V1	Candida albicans P57072	1094990	14509911	Scaffold
GCA_000773845.1	Cand_albi_12C_V2	Candida albicans 12C	1094981	14897039	Scaffold
GCA_000773755.1	Cand_albi_P94015_V1	Candida albicans P94015	1094983	14742595	Scaffold
GCA_000775445.1	Cand_albi_19F_V2	Candida albicans 19F	1094987	14573765	Scaffold
GCA_000784525.1	Cand_albi_P60002_V1	Candida albicans P60002	1094986	14791426	Scaffold
GCA_000784695.1	Cand_albi_Ca6_V2	Candida albicans Ca6	1165368	14716334	Scaffold
GCA_000773825.1	Cand_albi_P37037_V1	Candida albicans P37037	1094992	14475823	Scaffold
GCA_000784495.1	Cand_albi_P76067_V1	Candida albicans P76067	1094999	14622326	Scaffold
GCA_000784575.1	Cand_albi_P75010_V1	Candida albicans P75010	1094994	14862837	Scaffold
GCA_000773745.1	Cand_albi_P37005_V2	Candida albicans P37005	1094985	14473555	Scaffold
GCA_000784615.1	Cand_albi_P78042_V1	Candida albicans P78042	1095000	14676842	Scaffold
GCA_000773735.1	Cand_albi_GC75_V1	Candida albicans GC75	1094988	14696915	Scaffold
GCA_000773725.1	Cand_albi_P78048_V1	Candida albicans P78048	1094989	14503432	Scaffold
GCA_000775505.1	Cand_albi_P57055_V1	Candida albicans P57055	1094996	14594318	Scaffold
GCA_000775465.1	Cand_albi_P34048_V1	Candida albicans P34048	1094991	14542907	Scaffold
GCA_000784595.1	Cand_albi_P75016_V1	Candida albicans P75016	1094995	14680338	Scaffold
GCA_000691765.2	Cand_albi_Ca529L_V1	Candida albicans Ca529L	1325634	14671346	Scaffold
GCA_002831795.1	ASM283179v1	Plasmodium falciparum NF54	5843	23435585	Scaffold
GCA_012898025.1	ASM1289802v1	Plasmodium falciparum NF54	5843	23440602	Scaffold
GCA_000401695.2	Plas_falc_NF4_V1	Plasmodium falciparum NF54	5843	25800246	Scaffold
GCA_000149795.1	ASM14979v1	Plasmodium falciparum Dd2	57267	20875591	Scaffold
GCA_000149665.2	ASM14966v2	Plasmodium falciparum HB3	137071	24258511	Scaffold
GCA_000186055.2	ASM18605v2	Plasmodium falciparum IGH-CR14	580059	21741172	Scaffold
GCA_000186025.2	ASM18602v2	Plasmodium falciparum RAJ116	580058	14106529	Scaffold
GCA_000521075.1	Plas_falc_NF135_5_C10_V1	Plasmodium falciparum NF135/5.C10	1036726	24499015	Scaffold
GCA_000150435.3	Plas_falc_7G8_V1	Plasmodium falciparum 7G8	57266	24559064	Scaffold
GCA_000521115.1	Plas_falc_Malayan_Camp_V1	Plasmodium falciparum CAMP/Malaysia	5835	23569109	Scaffold
GCA_000150455.3	Plas_falc_Santa_Lucia_Salvador_I_V1	Plasmodium falciparum Santa Lucia	478859	23471019	Scaffold
GCA_000521015.1	Plas_falc_Vietnam_Oak-Knoll_FVO_V1	Plasmodium falciparum Vietnam Oak-Knoll (FVO)	1036723	25885735	Scaffold
GCA_000521055.1	Plas_falc_02000708_V1	Plasmodium falciparum Tanzania (2000708)	1036725	27023494	Scaffold
GCA_000401715.2	Plas_falc_5_1_V1	Plasmodium falciparum UGT5.1	1237627	25583375	Scaffold
GCA_000521035.1	Plas_falc_MaliPS096_E11_V1	Plasmodium falciparum MaliPS096_E11	1036727	26605174	Scaffold
GCA_000521095.1	Plas_falc_Uganda_Palo-Alto_FUP_H_V1	Plasmodium falciparum Palo Alto/Uganda	57270	24562422	Scaffold
GCA_000521155.1	Plas_falc_FCH_4_V2	Plasmodium falciparum FCH/4	1036724	24694513	Scaffold
GCA_004011995.1	AWRI_Vv-CHD_1.0	Vitis vinifera	29760	489943505	Contig
GCA_000751015.1	AST_PRJEB5043_v1	Brassica napus	3708	848200303	Scaffold
GCA_004114815.1	Hulless_Barley_ass.V2	Hordeum vulgare	4513	4006124924	Scaffold
GCA_013841205.1	ASM1384120v1	Apis mellifera caucasica	200407	224766697	Contig
GCA_041154535.1	CsSME v1.0	Camellia sinensis var. sinensis	542762	3157427346	Scaffold
GCA_020744355.1	Fusoxys1	Fusarium oxysporum	5507	55719217	Contig
GCA_030020275.1	Fusox3_1	Fusarium oxysporum	5507	55580320	Scaffold
GCA_020744455.1	Fusoxy1	Fusarium oxysporum	5507	52242347	Contig
GCA_027945405.1	F_oxy_CF00159	Fusarium oxysporum	5507	50594913	Contig
GCA_024865645.1	FO09_002	Fusarium oxysporum	5507	46286843	Scaffold
GCA_900096695.1	version 1	Fusarium oxysporum	5507	49085590	Scaffold
GCA_027945315.1	F_oxy_CF00161	Fusarium oxysporum	5507	41909290	Scaffold
GCA_027945275.1	F_oxy_CF00145	Fusarium oxysporum	5507	42897137	Scaffold
GCA_027945255.1	F_oxy_CF00144	Fusarium oxysporum	5507	42238012	Scaffold
GCA_027945555.1	F_oxy_CF00132	Fusarium oxysporum	5507	48565265	Scaffold
GCA_027945335.1	F_oxy_CF00165	Fusarium oxysporum	5507	44959929	Scaffold
GCA_027945535.1	F_oxy_CF00115	Fusarium oxysporum	5507	45048357	Scaffold
GCA_027945265.1	F_oxy_CF00141	Fusarium oxysporum	5507	45007583	Scaffold
GCA_027945305.1	F_oxy_CF00160	Fusarium oxysporum	5507	44944953	Scaffold
GCA_003615185.1	Fo_PG_v1	Fusarium oxysporum	5507	50292220	Scaffold
GCA_032884055.1	ASM3288405v1	Fusarium oxysporum	5507	49992589	Scaffold
GCA_003615155.1	Fo_A28_v1	Fusarium oxysporum	5507	53038185	Scaffold
GCA_003615165.1	Fo_CB3_v1	Fusarium oxysporum	5507	50515499	Scaffold
GCA_003615115.1	Fo_A13_v1	Fusarium oxysporum	5507	54787818	Scaffold
GCA_013363075.1	ASM1336307v1	Fusarium oxysporum	5507	46979197	Scaffold
GCA_005930515.1	ASM593051v1	Fusarium oxysporum f. sp. cubense	61366	51139495	Contig
GCA_007994515.1	ASM799451v1	Fusarium oxysporum f. sp. cubense	61366	48588396	Contig
GCA_018894095.1	ASM1889409v1	Fusarium oxysporum f. sp. conglutinans	100902	72150645	Scaffold
GCA_000271705.2	FO_Fo47_V1	Fusarium oxysporum Fo47	660027	49664628	Scaffold
GCA_000350345.1	Foc1_1.0	Fusarium oxysporum f. sp. cubense race 1	1229664	47657417	Scaffold
GCA_023509805.1	Fusoxalb1	Fusarium oxysporum f. sp. albedinis	72712	65559131	Contig
GCA_026229875.1	ASM2622987v1	Fusarium oxysporum f. sp. albedinis	72712	58234281	Scaffold
GCA_038050555.1	ASM3805055v1	Fusarium oxysporum f. sp. vasinfectum	61374	64156821	Scaffold
GCA_032991405.1	FOV4_Tm2_1.0	Fusarium oxysporum f. sp. vasinfectum	61374	61066645	Contig
GCA_020796175.1	ASM2079617v1	Fusarium oxysporum f. sp. matthiolae	96317	60310576	Contig
GCA_032878545.1	FOV4_152J_1.0	Fusarium oxysporum f. sp. vasinfectum	61374	64498093	Contig
GCA_004141715.1	FoN_N139_v1	Fusarium oxysporum f. sp. narcissi	451672	57517562	Scaffold
GCA_000222805.1	FOB1	Fusarium oxysporum f. sp. conglutinans Fo5176	660025	54767602	Contig
GCA_019157295.1	ASM1915729v1	Fusarium oxysporum f. sp. rapae	485398	59760091	Contig
GCA_019157275.1	ASM1915727v1	Fusarium oxysporum f. sp. raphani	96318	66822448	Contig
GCA_000260155.3	FO_CL57_V1	Fusarium oxysporum f. sp. radicis-lycopersici 26381	1089448	49359289	Scaffold
GCA_000259975.2	FO_MN25_V1	Fusarium oxysporum f. sp. lycopersici MN25	1080343	48637398	Scaffold
GCA_000260495.2	FO_melonis_V1	Fusarium oxysporum f. sp. melonis 26406	1089452	54034280	Scaffold
GCA_000260075.2	FO_HDV247_V1	Fusarium oxysporum f. sp. pisi HDV247	1080344	55188216	Scaffold
GCA_000260175.2	FO_Cotton_V1	Fusarium oxysporum f. sp. vasinfectum 25433	1089449	52914414	Scaffold
GCA_003615075.1	FoC_A23_v1	Fusarium oxysporum f. sp. cepae	396571	51009701	Scaffold
GCA_003615095.1	FoC_125_v1	Fusarium oxysporum f. sp. cepae	396571	51407732	Scaffold
GCA_000260235.2	FO_PHW815_V1	Fusarium oxysporum f. sp. raphani 54005	1089458	53499362	Scaffold
GCA_000260215.2	FO_PHW808_V1	Fusarium oxysporum f. sp. conglutinans race 2 54008	1089457	53575352	Scaffold
GCA_002220045.1	Cneo_seroA_WM1408	Cryptococcus neoformans var. grubii	178876	18619184	Scaffold
GCA_002222245.1	Cryp_neof_grubii_cng2_V1	Cryptococcus neoformans var. grubii	178876	18610299	Scaffold
GCA_002222015.1	Cryp_neof_grubii_cng8_V1	Cryptococcus neoformans var. grubii	178876	18606003	Scaffold
GCA_002222135.1	Cryp_neof_grubii_cng1_V1	Cryptococcus neoformans var. grubii	178876	18560305	Scaffold
GCA_002222025.1	Cryp_neof_grubii_cng4_V1	Cryptococcus neoformans var. grubii	178876	18568655	Scaffold
GCA_002222145.1	Cryp_neof_grubii_cng6_V1	Cryptococcus neoformans var. grubii	178876	18557031	Scaffold
GCA_002222165.1	Cryp_neof_grubii_cng3_V1	Cryptococcus neoformans var. grubii	178876	18521151	Scaffold
GCA_002215755.1	Cneo_seroA_V2	Cryptococcus neoformans var. grubii	178876	18368897	Scaffold
GCA_002222155.1	Cryp_neof_grubii_cng11_V1	Cryptococcus neoformans var. grubii	178876	18505623	Scaffold
GCA_002215745.1	Cneo_seroA_V31	Cryptococcus neoformans var. grubii	178876	18436157	Scaffold
GCA_002222095.1	Cryp_neof_grubii_cng7_V1	Cryptococcus neoformans var. grubii	178876	18602782	Scaffold
GCA_002222115.1	Cryp_neof_grubii_cng5_V1	Cryptococcus neoformans var. grubii	178876	18516783	Scaffold
GCA_002217545.1	Cryp_neof_grubii_cng10_V1	Cryptococcus neoformans var. grubii	178876	18083839	Scaffold
GCA_002215825.1	Cryp_neof_C23_V1	Cryptococcus neoformans var. grubii C23	1230055	18885614	Scaffold
GCA_002215775.1	Cryp_neof_AD2_60a_V1	Cryptococcus neoformans var. grubii AD2-60a	1230059	18629733	Scaffold
GCA_002222335.1	Cryp_neof_Bt15_V1	Cryptococcus neoformans var. grubii Bt15	1230071	18726126	Scaffold
GCA_002215705.1	Cryp_neof_Bt1_V1	Cryptococcus neoformans var. grubii Bt1	1230073	18502290	Scaffold
GCA_002215885.1	Cryp_neof_125_91_V1	Cryptococcus neoformans var. grubii 125.91	1230079	18910907	Scaffold
GCA_002222375.1	Cryp_neof_A2_102_5_V1	Cryptococcus neoformans var. grubii A2-102-5	1230057	18668348	Scaffold
GCA_002224005.1	Cryp_neof_Gb118_V1	Cryptococcus neoformans var. grubii Gb118	1230060	18452313	Scaffold
GCA_002215835.1	Cryp_neof_Bt85_V1	Cryptococcus neoformans var. grubii Bt85	1230076	19238576	Scaffold
GCA_002222465.1	Cryp_neof_Bt120_V1	Cryptococcus neoformans var. grubii Bt120	1230070	18851366	Scaffold
GCA_002222325.1	Cryp_neof_Tu259_1_V1	Cryptococcus neoformans var. grubii Tu259-1	1230072	18573228	Scaffold
GCA_002222475.1	Cryp_neof_Tu401_1_V1	Cryptococcus neoformans var. grubii Tu401-1	1230077	18574041	Scaffold
GCA_002234625.1	Cryp_neof_Bt63_V1	Cryptococcus neoformans var. grubii Bt63	1230075	18793220	Scaffold
GCA_002222315.1	Cryp_neof_Th84_V1	Cryptococcus neoformans var. grubii Th84	1230067	18598528	Scaffold
GCA_002222405.1	Cryp_neof_C8_V1	Cryptococcus neoformans var. grubii c8	1230063	18629901	Scaffold
GCA_002220445.1	Cryp_neof_AD1_7a_V1	Cryptococcus neoformans var. grubii AD1-7a	1230056	18468517	Contig
GCA_002222395.1	Cryp_neof_MW_RSA36_V1	Cryptococcus neoformans var. grubii MW-RSA36	1230062	18447467	Scaffold
GCA_002222385.1	Cryp_neof_Ze90_1_V1	Cryptococcus neoformans var. grubii Ze90-1	1230078	18658870	Scaffold
GCA_002222255.1	Cryp_neof_D17_1_V1	Cryptococcus neoformans var. grubii D17-1	1230058	18639132	Scaffold
GCA_002222225.1	Cryp_neof_Br795_V1	Cryptococcus neoformans var. grubii Br795	1230061	18930238	Contig
GCA_002222455.1	Cryp_neof_MW_RSA1955_V1	Cryptococcus neoformans var. grubii MW-RSA1955	1230066	18512298	Contig
GCA_002222215.1	Cryp_neof_grubii_A5-35-17_V1	Cryptococcus neoformans var. grubii A5-35-17	1230080	18811654	Scaffold
GCA_002222295.1	Cryp_neof_CHC193_V1	Cryptococcus neoformans var. grubii CHC193	1230064	18648543	Contig
GCA_002215765.1	Cryp_neof_AD1_83a_V1	Cryptococcus neoformans var. grubii AD1-83a	1230065	18636876	Scaffold
GCA_002221985.1	Cryp_neof_grubii_A1-35-8_V1	Cryptococcus neoformans var. grubii A1-35-8	1230081	18819906	Scaffold
GCA_002215855.1	Cryp_neof_C45_V1	Cryptococcus neoformans var. grubii c45	1230068	18184845	Scaffold
GCA_002220035.1	Cryp_neof_MW_RSA852_V1	Cryptococcus neoformans var. grubii MW-RSA852	1230069	17986510	Contig
GCA_029618195.1	ASM2961819v1	Aspergillus fumigatus	746128	28296175	Scaffold
GCA_029618285.1	ASM2961828v1	Aspergillus fumigatus	746128	29052170	Scaffold
GCA_029618165.1	ASM2961816v1	Aspergillus fumigatus	746128	28634440	Scaffold
GCA_029618205.1	ASM2961820v1	Aspergillus fumigatus	746128	28634364	Scaffold
