Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submitter	Assembly BioProject Accession	Annotation Count Gene Total
GCA_949124095.1	AIE.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11929080	Contig	ibps sorbonne universite	PRJEB59413	6353
GCA_949124495.1	BBT_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12222508	Scaffold	ibps sorbonne universite	PRJEB59413	6446
GCA_947370505.1	CEI_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11996716	Contig	ibps sorbonne universite	PRJEB50706	6601
GCA_949124885.1	CEI_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11996716	Contig	ibps sorbonne universite	PRJEB59413	6601
GCA_947369855.1	BAL_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11971140	Contig	ibps sorbonne universite	PRJEB50706	6331
GCA_949124715.1	BAL_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11971140	Contig	ibps sorbonne universite	PRJEB59413	6331
GCA_029991815.1	ACH.nuclear_genome	Saccharomyces cerevisiae	4932		12167093	Contig	ibps sorbonne universite	PRJEB50706	6428
GCA_949124295.1	ACH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12167093	Contig	ibps sorbonne universite	PRJEB59413	6428
GCA_029991655.1	BAK_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11830897	Contig	ibps sorbonne universite	PRJEB50706	6271
GCA_949124465.1	BAK_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11830897	Contig	ibps sorbonne universite	PRJEB59413	6271
GCA_029990945.1	AEH.nuclear_genome	Saccharomyces cerevisiae	4932		12093243	Contig	ibps sorbonne universite	PRJEB50706	6415
GCA_949124265.1	AEH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12093243	Contig	ibps sorbonne universite	PRJEB59413	6415
GCA_029991875.1	AEG.nuclear_genome	Saccharomyces cerevisiae	4932		11965478	Contig	ibps sorbonne universite	PRJEB50706	6394
GCA_949124055.1	AEG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11965478	Contig	ibps sorbonne universite	PRJEB59413	6394
GCA_029990765.1	CHS_3a.nuclear_genome	Saccharomyces cerevisiae	4932		12047948	Contig	ibps sorbonne universite	PRJEB50706	6359
GCA_949125775.1	CHS_3a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12047948	Contig	ibps sorbonne universite	PRJEB59413	6359
GCA_947370665.1	ADI.nuclear_genome	Saccharomyces cerevisiae	4932		12927157	Contig	ibps sorbonne universite	PRJEB50706	6965
GCA_949124275.1	ADI.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12927157	Contig	ibps sorbonne universite	PRJEB59413	6965
GCA_949124205.1	ANM_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11949778	Scaffold	ibps sorbonne universite	PRJEB59413	6528
GCA_029990905.1	BGN_3a.nuclear_genome	Saccharomyces cerevisiae	4932		12071171	Contig	ibps sorbonne universite	PRJEB50706	6388
GCA_949124675.1	BGN_3a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12071171	Contig	ibps sorbonne universite	PRJEB59413	6388
GCA_947370185.1	AHG.nuclear_genome	Saccharomyces cerevisiae	4932		11841448	Contig	ibps sorbonne universite	PRJEB50706	6336
GCA_949124395.1	AHG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11841448	Contig	ibps sorbonne universite	PRJEB59413	6336
GCA_949124925.1	BTE_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12101048	Scaffold	ibps sorbonne universite	PRJEB59413	6453
GCA_947370175.1	AVI_1a.nuclear_genome	Saccharomyces cerevisiae	4932		12018964	Contig	ibps sorbonne universite	PRJEB50706	6288
GCA_949124835.1	AVI_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12018964	Contig	ibps sorbonne universite	PRJEB59413	6288
GCA_030036255.1	BFH_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		12149535	Contig	ibps sorbonne universite	PRJEB50706	6465
GCA_949124705.1	BFH_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12149535	Contig	ibps sorbonne universite	PRJEB59413	6465
GCA_947369975.1	AMH_1a.nuclear_genome	Saccharomyces cerevisiae	4932		12175827	Contig	ibps sorbonne universite	PRJEB50706	6616
GCA_949124155.1	AMH_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12175827	Contig	ibps sorbonne universite	PRJEB59413	6616
GCA_029990745.1	CCQ_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11956162	Contig	ibps sorbonne universite	PRJEB50706	6336
GCA_949125505.1	CCQ_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11956162	Contig	ibps sorbonne universite	PRJEB59413	6336
GCA_947370025.1	BFP_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11877387	Contig	ibps sorbonne universite	PRJEB50706	6317
GCA_949124665.1	BFP_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11877387	Contig	ibps sorbonne universite	PRJEB59413	6317
GCA_029990705.1	BAP_1a.nuclear_genome	Saccharomyces cerevisiae	4932		12232740	Scaffold	ibps sorbonne universite	PRJEB50706	6508
GCA_949124535.1	BAP_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12232740	Scaffold	ibps sorbonne universite	PRJEB59413	6508
GCA_947370255.1	BAI_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11868812	Contig	ibps sorbonne universite	PRJEB50706	6309
GCA_949124515.1	BAI_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11868812	Contig	ibps sorbonne universite	PRJEB59413	6309
GCA_947370435.1	BBM_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11945347	Contig	ibps sorbonne universite	PRJEB50706	6363
GCA_949124755.1	BBM_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11945347	Contig	ibps sorbonne universite	PRJEB59413	6363
GCA_949124485.1	AVN_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11789387	Contig	ibps sorbonne universite	PRJEB59413	6297
GCA_029990475.1	CFA.nuclear_genome	Saccharomyces cerevisiae	4932		11827564	Contig	ibps sorbonne universite	PRJEB50706	6393
GCA_949124865.1	CFA.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11827564	Contig	ibps sorbonne universite	PRJEB59413	6393
GCA_029990845.1	CPA_1a.nuclear_genome	Saccharomyces cerevisiae	4932		12310174	Contig	ibps sorbonne universite	PRJEB50706	6495
GCA_949124875.1	CPA_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12310174	Contig	ibps sorbonne universite	PRJEB59413	6495
GCA_029990435.1	CDN_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11865127	Contig	ibps sorbonne universite	PRJEB50706	6299
GCA_949125275.1	CDN_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11865127	Contig	ibps sorbonne universite	PRJEB59413	6299
GCA_947370345.1	ASG.nuclear_genome	Saccharomyces cerevisiae	4932		11894638	Contig	ibps sorbonne universite	PRJEB50706	6337
GCA_949124595.1	ASG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11894638	Contig	ibps sorbonne universite	PRJEB59413	6337
GCA_030036055.1	AIS_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		12038230	Contig	ibps sorbonne universite	PRJEB50706	6360
GCA_949124255.1	AIS_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12038230	Contig	ibps sorbonne universite	PRJEB59413	6360
GCA_029989845.1	CCC_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11862453	Contig	ibps sorbonne universite	PRJEB50706	6270
GCA_949124955.1	CCC_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11862453	Contig	ibps sorbonne universite	PRJEB59413	6270
GCA_947370715.1	CCN.nuclear_genome	Saccharomyces cerevisiae	4932		11885734	Contig	ibps sorbonne universite	PRJEB50706	6317
GCA_949125475.1	CCN.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11885734	Contig	ibps sorbonne universite	PRJEB59413	6317
GCA_029990395.1	CFS.nuclear_genome	Saccharomyces cerevisiae	4932		11838738	Contig	ibps sorbonne universite	PRJEB50706	6332
GCA_949125725.1	CFS.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11838738	Contig	ibps sorbonne universite	PRJEB59413	6332
GCA_947369865.1	BAQ_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11968198	Contig	ibps sorbonne universite	PRJEB50706	6330
GCA_949124725.1	BAQ_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11968198	Contig	ibps sorbonne universite	PRJEB59413	6330
GCA_949124415.1	ANL_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11783953	Contig	ibps sorbonne universite	PRJEB59413	6458
GCA_947369955.1	BLD_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11820354	Contig	ibps sorbonne universite	PRJEB50706	6302
GCA_949124555.1	BLD_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11820354	Contig	ibps sorbonne universite	PRJEB59413	6302
GCA_030036415.1	CLL_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		11914925	Scaffold	ibps sorbonne universite	PRJEB50706	6391
GCA_949125335.1	CLL_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11914925	Scaffold	ibps sorbonne universite	PRJEB59413	6391
GCA_947370445.1	ATM_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11906936	Contig	ibps sorbonne universite	PRJEB50706	6438
GCA_949124615.1	ATM_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11906936	Contig	ibps sorbonne universite	PRJEB59413	6438
GCA_949124625.1	ATV_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11963809	Scaffold	ibps sorbonne universite	PRJEB59413	6383
GCA_947370275.1	BDF_1d.nuclear_genome	Saccharomyces cerevisiae	4932		12116088	Contig	ibps sorbonne universite	PRJEB50706	6375
GCA_949124565.1	BDF_1d.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12116088	Contig	ibps sorbonne universite	PRJEB59413	6375
GCA_947369935.1	AIG.nuclear_genome	Saccharomyces cerevisiae	4932		11952679	Scaffold	ibps sorbonne universite	PRJEB50706	6377
GCA_949124105.1	AIG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11952679	Scaffold	ibps sorbonne universite	PRJEB59413	6377
GCA_030035995.1	AEL_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		12078639	Contig	ibps sorbonne universite	PRJEB50706	6531
GCA_949124135.1	AEL_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12078639	Contig	ibps sorbonne universite	PRJEB59413	6531
GCA_029991395.1	CAS_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11930055	Scaffold	ibps sorbonne universite	PRJEB50706	6373
GCA_949125665.1	CAS_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11930055	Scaffold	ibps sorbonne universite	PRJEB59413	6373
GCA_029990125.1	ADE.nuclear_genome	Saccharomyces cerevisiae	4932		11799794	Contig	ibps sorbonne universite	PRJEB50706	6290
GCA_949124235.1	ADE.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11799794	Contig	ibps sorbonne universite	PRJEB59413	6290
GCA_030036395.1	CKB_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		11838583	Contig	ibps sorbonne universite	PRJEB50706	6335
GCA_949125415.1	CKB_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11838583	Contig	ibps sorbonne universite	PRJEB59413	6335
GCA_029990335.1	AFI.nuclear_genome	Saccharomyces cerevisiae	4932		11884701	Contig	ibps sorbonne universite	PRJEB50706	6349
GCA_949124405.1	AFI.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11884701	Contig	ibps sorbonne universite	PRJEB59413	6349
GCA_030036015.1	AFH.nuclear_genome	Saccharomyces cerevisiae	4932		12090586	Contig	ibps sorbonne universite	PRJEB50706	6403
GCA_949124075.1	AFH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12090586	Contig	ibps sorbonne universite	PRJEB59413	6403
GCA_029990865.1	CRL.nuclear_genome	Saccharomyces cerevisiae	4932		11954723	Contig	ibps sorbonne universite	PRJEB50706	6371
GCA_949125125.1	CRL.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11954723	Contig	ibps sorbonne universite	PRJEB59413	6371
GCA_947370305.1	ACA.nuclear_genome	Saccharomyces cerevisiae	4932		12292069	Contig	ibps sorbonne universite	PRJEB50706	6431
GCA_949124315.1	ACA.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12292069	Contig	ibps sorbonne universite	PRJEB59413	6431
GCA_029990925.1	BDM_1a.nuclear_genome	Saccharomyces cerevisiae	4932		12249549	Scaffold	ibps sorbonne universite	PRJEB50706	6392
GCA_949124785.1	BDM_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12249549	Scaffold	ibps sorbonne universite	PRJEB59413	6392
GCA_029990535.1	AQG_2a.nuclear_genome	Saccharomyces cerevisiae	4932		12028136	Contig	ibps sorbonne universite	PRJEB50706	6432
GCA_949124765.1	AQG_2a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12028136	Contig	ibps sorbonne universite	PRJEB59413	6432
GCA_029990965.1	AAR.nuclear_genome	Saccharomyces cerevisiae	4932		11920395	Contig	ibps sorbonne universite	PRJEB50706	6381
GCA_949124305.1	AAR.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11920395	Contig	ibps sorbonne universite	PRJEB59413	6381
GCA_030036435.1	CMF_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		11978339	Contig	ibps sorbonne universite	PRJEB50706	6403
GCA_949125345.1	CMF_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11978339	Contig	ibps sorbonne universite	PRJEB59413	6403
GCA_947370145.1	AGA_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11760088	Contig	ibps sorbonne universite	PRJEB50706	6316
GCA_949124245.1	AGA_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11760088	Contig	ibps sorbonne universite	PRJEB59413	6316
GCA_029990785.1	CQI_4a.nuclear_genome	Saccharomyces cerevisiae	4932		11765885	Scaffold	ibps sorbonne universite	PRJEB50706	6303
GCA_949126015.1	CQI_4a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11765885	Scaffold	ibps sorbonne universite	PRJEB59413	6303
GCA_029990885.1	CLN.nuclear_genome	Saccharomyces cerevisiae	4932		11983768	Contig	ibps sorbonne universite	PRJEB50706	6387
GCA_949124915.1	CLN.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11983768	Contig	ibps sorbonne universite	PRJEB59413	6387
GCA_029991625.1	AIC.nuclear_genome	Saccharomyces cerevisiae	4932		11871368	Contig	ibps sorbonne universite	PRJEB50706	6365
GCA_949124365.1	AIC.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11871368	Contig	ibps sorbonne universite	PRJEB59413	6365
GCA_947370645.1	ALH_1b.nuclear_genome	Saccharomyces cerevisiae	4932		11977170	Contig	ibps sorbonne universite	PRJEB50706	6350
GCA_949124175.1	ALH_1b.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11977170	Contig	ibps sorbonne universite	PRJEB59413	6350
GCA_029990515.1	ABH.nuclear_genome	Saccharomyces cerevisiae	4932		11911399	Contig	ibps sorbonne universite	PRJEB50706	6340
GCA_949124325.1	ABH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11911399	Contig	ibps sorbonne universite	PRJEB59413	6340
GCA_947370785.1	ALH_1c.nuclear_genome	Saccharomyces cerevisiae	4932		11791157	Contig	ibps sorbonne universite	PRJEB50706	6321
GCA_949124385.1	ALH_1c.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11791157	Contig	ibps sorbonne universite	PRJEB59413	6321
GCA_030035855.1	AKR_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		11843924	Scaffold	ibps sorbonne universite	PRJEB50706	6383
GCA_949124165.1	AKR_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11843924	Scaffold	ibps sorbonne universite	PRJEB59413	6383
GCA_029991515.1	CRB_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11869610	Contig	ibps sorbonne universite	PRJEB50706	6399
GCA_949125755.1	CRB_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11869610	Contig	ibps sorbonne universite	PRJEB59413	6399
GCA_029990805.1	AKH_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11815591	Contig	ibps sorbonne universite	PRJEB50706	6316
GCA_949124285.1	AKH_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11815591	Contig	ibps sorbonne universite	PRJEB59413	6316
GCA_949125295.1	CRE_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12049131	Scaffold	ibps sorbonne universite	PRJEB59413	6491
GCA_029989255.1	BCN.nuclear_genome	Saccharomyces cerevisiae	4932		11870699	Contig	ibps sorbonne universite	PRJEB50706	6391
GCA_949124525.1	BCN.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11870699	Contig	ibps sorbonne universite	PRJEB59413	6391
GCA_030036035.1	AIF_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		12126785	Scaffold	ibps sorbonne universite	PRJEB50706	6591
GCA_949124435.1	AIF_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12126785	Scaffold	ibps sorbonne universite	PRJEB59413	6591
GCA_030035835.1	ADM_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		11867135	Scaffold	ibps sorbonne universite	PRJEB50706	6591
GCA_949124375.1	ADM_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11867135	Scaffold	ibps sorbonne universite	PRJEB59413	6591
GCA_029991145.1	BCE_3a.nuclear_genome	Saccharomyces cerevisiae	4932		11843729	Contig	ibps sorbonne universite	PRJEB50706	6400
GCA_949124745.1	BCE_3a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11843729	Contig	ibps sorbonne universite	PRJEB59413	6400
GCA_947370465.1	AVB.nuclear_genome	Saccharomyces cerevisiae	4932		11902943	Scaffold	ibps sorbonne universite	PRJEB50706	6327
GCA_949124775.1	AVB.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11902943	Scaffold	ibps sorbonne universite	PRJEB59413	6327
GCA_029991315.1	BDC_1c.nuclear_genome	Saccharomyces cerevisiae	4932		12137032	Scaffold	ibps sorbonne universite	PRJEB50706	6427
GCA_949124805.1	BDC_1c.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12137032	Scaffold	ibps sorbonne universite	PRJEB59413	6427
GCA_949122065.1	BFH_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11910531	Scaffold	ibps sorbonne universite	PRJEB59231	6297
GCA_947370695.2	ASB_HP2.nuclear_genome	Saccharomyces cerevisiae	4932		12078710	Scaffold	ibps sorbonne universite	PRJEB50706	6376
GCA_949122135.1	ASB_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12078710	Scaffold	ibps sorbonne universite	PRJEB59231	6376
GCA_947369795.1	BMB.nuclear_genome	Saccharomyces cerevisiae	4932		11830859	Contig	ibps sorbonne universite	PRJEB50706	6430
GCA_949124605.1	BMB.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11830859	Contig	ibps sorbonne universite	PRJEB59413	6430
GCA_029991225.1	BMC_2a.nuclear_genome	Saccharomyces cerevisiae	4932		11832229	Contig	ibps sorbonne universite	PRJEB50706	6433
GCA_949124475.1	BMC_2a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11832229	Contig	ibps sorbonne universite	PRJEB59413	6433
GCA_030036075.1	ALI_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		12254196	Scaffold	ibps sorbonne universite	PRJEB50706	6606
GCA_949124195.1	ALI_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12254196	Scaffold	ibps sorbonne universite	PRJEB59413	6606
GCA_949123255.1	AAC_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11622345	Scaffold	ibps sorbonne universite	PRJEB59231	6232
GCA_949124545.1	ASB_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12022992	Scaffold	ibps sorbonne universite	PRJEB59413	6453
GCA_949125285.1	CGH_3_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11800568	Scaffold	ibps sorbonne universite	PRJEB59413	6300
GCA_947370215.1	BDN_1c.nuclear_genome	Saccharomyces cerevisiae	4932		11682287	Scaffold	ibps sorbonne universite	PRJEB50706	6251
GCA_949124815.1	BDN_1c.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11682287	Scaffold	ibps sorbonne universite	PRJEB59413	6251
GCA_029989385.1	CEL_1a.nuclear_genome	Saccharomyces cerevisiae	4932		11891469	Scaffold	ibps sorbonne universite	PRJEB50706	6355
GCA_949125365.1	CEL_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11891469	Scaffold	ibps sorbonne universite	PRJEB59413	6355
GCA_947370825.1	ADQ.nuclear_genome	Saccharomyces cerevisiae	4932		11820343	Scaffold	ibps sorbonne universite	PRJEB50706	6290
GCA_949124215.1	ADQ.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11820343	Scaffold	ibps sorbonne universite	PRJEB59413	6290
GCA_030035955.1	CNT_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		12244552	Scaffold	ibps sorbonne universite	PRJEB50706	6648
GCA_949126085.1	CNT_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12244552	Scaffold	ibps sorbonne universite	PRJEB59413	6648
GCA_949124225.1	AAB.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		12063471	Scaffold	ibps sorbonne universite	PRJEB59413	6378
GCA_947369765.1	BHH.nuclear_genome	Saccharomyces cerevisiae	4932		11994015	Scaffold	ibps sorbonne universite	PRJEB50706	6376
GCA_949124695.1	BHH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11994015	Scaffold	ibps sorbonne universite	PRJEB59413	6376
GCA_949125035.1	CFC_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11855947	Scaffold	ibps sorbonne universite	PRJEB59413	6423
GCA_949124795.1	BEM_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11881333	Scaffold	ibps sorbonne universite	PRJEB59413	6584
GCA_947370365.1	BBL.nuclear_genome	Saccharomyces cerevisiae	4932		11996832	Scaffold	ibps sorbonne universite	PRJEB50706	6347
GCA_949124645.1	BBL.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932		11996832	Scaffold	ibps sorbonne universite	PRJEB59413	6347
GCA_030036375.1	CIH_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932		11917522	Scaffold	ibps sorbonne universite	PRJEB50706	6399
