"","X.1","X","Accn","Super.Group","Organism_Taxonomic_ID","Organism_Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","C.score","Frag.score","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"665",665,665,"GCA_027562975.1","Streptophyta",2022672,"Rhynchospora breviuscula",NA,NA,"H","H","H","H",88.5,1.2,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora"
"666",666,666,"GCA_027725995.1","Streptophyta",198213,"Rhynchospora tenuis",NA,NA,"H","H","H","H",87.4,1.5,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora"
"667",667,667,"GCA_027726005.1","Streptophyta",13579,"Juncus effusus",NA,NA,"H","H","H","H",87.2,1.2,"Magnoliopsida","Streptophyta","Poales","Juncaceae","Juncus"
"668",668,668,"GCA_027943385.1","Streptophyta",2019903,"Closterium sp. NIES-68",NA,NA,"H","H","H",NA,53.2,5.9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"669",669,669,"GCA_027943415.1","Streptophyta",2790670,"Closterium sp. NIES-67",NA,NA,"H","H","H","H",55.8,5.8,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"670",670,670,"GCA_028052125.1","Streptophyta",155640,"Melia azedarach",NA,NA,"H","H","H","H",97.6,1.4,"Magnoliopsida","Streptophyta","Sapindales","Meliaceae","Melia"
"671",671,671,"GCA_028095005.1","Streptophyta",906938,"Rhynchospora pubera",NA,NA,"H","H","H","H",91.6,0.8,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora"
"672",672,672,"GCA_028386065.3","Streptophyta",218843,"Turnera subulata",NA,NA,"H","H","M","H",87.5,5.3,"Magnoliopsida","Streptophyta","Malpighiales","Passifloraceae","Turnera"
"673",673,673,"GCA_028411795.1","Streptophyta",38846,"Euphorbia peplus",NA,NA,"H","H","H",NA,98.8,0.5,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Euphorbia"
"674",674,674,"GCA_028583415.1","Streptophyta",273540,"Protea cynaroides",NA,NA,"H","H","H","H",97.9,1,"Magnoliopsida","Streptophyta","Proteales","Proteaceae","Protea"
"675",675,675,"GCA_029030645.1","Streptophyta",1278906,"Salix suchowensis",NA,NA,"H","H","H","H",82.9,10.3,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"676",676,676,"GCA_029030655.1","Streptophyta",1278906,"Salix suchowensis",NA,NA,"H","H","H","H",75.5,11.7,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"677",677,677,"GCA_029030765.1","Streptophyta",1278906,"Salix suchowensis",NA,NA,"H","H","H","H",78.9,10.7,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"678",678,678,"GCA_029204005.1","Streptophyta",889485,"Salix udensis",NA,NA,"H","H","H",NA,77.8,11.8,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"679",679,679,"GCA_029204225.1","Streptophyta",34168,"Diphasiastrum complanatum",NA,NA,"H","H","H","L",88.5,2.9,"Lycopodiopsida","Streptophyta","Lycopodiales","Lycopodiaceae","Diphasiastrum"
"680",680,680,"GCA_029216955.1","Streptophyta",29817,"Iris pallida",NA,NA,"H","H","H","H",82.8,6.9,"Magnoliopsida","Streptophyta","Asparagales","Iridaceae","Iris"
"681",681,681,"GCA_029228465.1","Streptophyta",40686,"Salix viminalis",NA,NA,"H","H","H",NA,87.8,7.2,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"682",682,682,"GCA_029228485.1","Streptophyta",444605,"Populus alba x Populus x berolinensis",NA,NA,"H","H","H","H",92.1,3.4,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"683",683,683,"GCA_029228495.1","Streptophyta",77065,"Salix purpurea",NA,NA,"H","H","H","H",86.1,8.2,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"684",684,684,"GCA_029228505.1","Streptophyta",444605,"Populus alba x Populus x berolinensis",NA,NA,"H","H","H","H",91.8,3.3,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"685",685,685,"GCA_029228515.1","Streptophyta",444605,"Populus alba x Populus x berolinensis",NA,NA,"H","H","H","H",91.1,3.8,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"686",686,686,"GCA_029228605.1","Streptophyta",2511006,"Salix koriyanagi",NA,NA,"H","H","H","L",78.1,10.7,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"687",687,687,"GCA_029379385.1","Streptophyta",32244,"Quillaja saponaria",NA,NA,"H","H","H","H",95.8,2.6,"Magnoliopsida","Streptophyta","Fabales","Quillajaceae","Quillaja"
"688",688,688,"GCA_029747015.1","Streptophyta",171969,"Carnegiea gigantea",NA,NA,"H","H","H","H",77.9,10.6,"Magnoliopsida","Streptophyta","Caryophyllales","Cactaceae","Carnegiea"
"689",689,689,"GCA_029747655.1","Streptophyta",4639,"Ensete ventricosum",NA,NA,"H","H","H","H",96.3,1.7,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Ensete"
"690",690,690,"GCA_029783415.1","Streptophyta",402998,"Anisodus acutangulus",NA,NA,"H","H","H","H",95.8,1,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus"
"691",691,691,"GCA_029852735.1","Streptophyta",3435,"Persea americana",NA,NA,"H","H","H","H",92.7,3.3,"Magnoliopsida","Streptophyta","Laurales","Lauraceae","Persea"
"692",692,692,"GCA_029891385.1","Streptophyta",1862640,"Erythroxylum novogranatense",NA,NA,"H","H","H","H",97.5,1.5,"Magnoliopsida","Streptophyta","Malpighiales","Erythroxylaceae","Erythroxylum"
"693",693,693,"GCA_030052815.1","Streptophyta",3981,"Hevea brasiliensis",NA,NA,"H","H","H","H",96.6,0.8,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Hevea"
"694",694,694,"GCA_030169165.1","Streptophyta",347529,"Centaurea solstitialis",NA,NA,"H","H","H","H",74.5,3.7,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Centaurea"
"695",695,695,"GCA_030254885.1","Streptophyta",103349,"Vitis rotundifolia",NA,NA,"M","H","H",NA,82.8,3.4,"Magnoliopsida","Streptophyta","Vitales","Vitaceae","Vitis"
"696",696,696,"GCA_030270665.1","Streptophyta",183268,"Hibiscus trionum",NA,NA,"H","H","H","M",98.8,0.6,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus"
"697",697,697,"GCA_030272615.1","Streptophyta",3369,"Cryptomeria japonica",NA,NA,"H","H","H",NA,91.3,2.6,"Pinopsida","Streptophyta","Cupressales","Cupressaceae","Cryptomeria"
"698",698,698,"GCA_030408175.1","Streptophyta",3899,"Trifolium repens",NA,NA,"H","H","H","H",99.5,0.2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium"
"699",699,699,"GCA_030490815.1","Streptophyta",4024,"Acer saccharum",NA,NA,"H","H","H","H",92.9,3.5,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"700",700,700,"GCA_030704535.1","Streptophyta",29760,"Vitis vinifera",NA,NA,"H","H","H","H",93.6,1.3,"Magnoliopsida","Streptophyta","Vitales","Vitaceae","Vitis"
"701",701,701,"GCA_030737835.1","Streptophyta",55184,"Acorus gramineus",NA,NA,"H","H","H",NA,86.8,6.6,"Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus"
"702",702,702,"GCA_030737845.1","Streptophyta",4465,"Acorus calamus",NA,NA,"H","H","H","H",89.5,5.7,"Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus"
"703",703,703,"GCA_030848705.1","Streptophyta",360622,"Heracleum sosnowskyi",NA,NA,"H","H","H","M",96.8,1.1,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Heracleum"
"704",704,704,"GCA_030867185.1","Streptophyta",13708,"Tagetes erecta",NA,NA,"H","H","H","H",87.2,0.7,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Tagetes"
"705",705,705,"GCA_030979865.1","Streptophyta",4024,"Acer saccharum",NA,NA,"H","H","H","H",91.4,1.7,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"706",706,706,"GCA_030979885.1","Streptophyta",4521,"Lolium multiflorum",NA,NA,"H","H","H","H",83.2,2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Lolium"
"707",707,707,"GCA_031230405.1","Streptophyta",315347,"Solanum verrucosum",NA,NA,"H","H","M","H",86.6,9.6,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"708",708,708,"GCA_032173615.1","Streptophyta",3899,"Trifolium repens",NA,NA,"H","H","H","H",99.8,0.1,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium"
"709",709,709,"GCA_032690845.1","Streptophyta",191504,"Eleusine coracana subsp. coracana",NA,NA,"H","H","H","H",93.6,2.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Eleusine"
"710",710,710,"GCA_032871835.1","Streptophyta",168575,"Dipteronia dyeriana",NA,NA,"H","H","H","H",97.1,1.5,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia"
"711",711,711,"GCA_033065855.1","Streptophyta",112253,"Escallonia rubra",NA,NA,"H","H","H","H",87.5,8.5,"Magnoliopsida","Streptophyta","Escalloniales","Escalloniaceae","Escallonia"
"712",712,712,"GCA_033070095.1","Streptophyta",1293975,"Escallonia herrerae",NA,NA,"H","H","H","H",89.5,5.6,"Magnoliopsida","Streptophyta","Escalloniales","Escalloniaceae","Escallonia"
"713",713,713,"GCA_033220585.1","Streptophyta",43782,"Dipteronia sinensis",NA,NA,"H","H","H","H",91.2,5.2,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia"
"714",714,714,"GCA_033239525.1","Streptophyta",150966,"Nepenthes gracilis",NA,NA,"H","H","H","H",94.4,2.7,"Magnoliopsida","Streptophyta","Caryophyllales","Nepenthaceae","Nepenthes"
"715",715,715,"GCA_033242285.1","Streptophyta",3494,"Ficus carica",NA,NA,"H","H","L","H",90,6.9,"Magnoliopsida","Streptophyta","Rosales","Moraceae","Ficus"
"716",716,716,"GCA_034222035.1","Streptophyta",499986,"Acacia crassicarpa",NA,NA,"H","H","H","H",98.3,0.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Acacia"
"717",717,717,"GCA_034359265.1","Streptophyta",4628,"Canna indica",NA,NA,"H","H","H","H",93.6,3.4,"Magnoliopsida","Streptophyta","Zingiberales","Cannaceae","Canna"
"718",718,718,"GCA_034509725.1","Streptophyta",2727404,"Sesamum angolense",NA,NA,"H","H","H","M",73.2,13.6,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum"
"719",719,719,"GCA_034509735.1","Streptophyta",300844,"Sesamum alatum",NA,NA,"H","H","H","M",93.5,1.9,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum"
"720",720,720,"GCA_034509755.1","Streptophyta",243964,"Anisodus tanguticus",NA,NA,"H","H","H","M",98.8,0.6,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus"
"721",721,721,"GCA_034814905.1","Streptophyta",160366,"Penstemon davidsonii",NA,NA,"H","H","H","H",49.9,3.3,"Magnoliopsida","Streptophyta","Lamiales","Plantaginaceae","Penstemon"
"722",722,722,"GCA_035136125.1","Streptophyta",3512,"Quercus rubra",NA,NA,"H","H","H","H",98.1,0.9,"Magnoliopsida","Streptophyta","Fagales","Fagaceae","Quercus"
"723",723,723,"GCA_035578085.1","Streptophyta",50273,"Solanum pinnatisectum",NA,NA,"H","H","H","H",97.8,0.6,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"724",724,724,"GCA_035582445.1","Streptophyta",236973,"Trapa incisa",NA,NA,"H","H","H","H",94.6,2.1,"Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Trapa"
"725",725,725,"GCA_035582545.1","Streptophyta",22666,"Trapa natans",NA,NA,"H","H","H","H",92.8,4.1,"Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Trapa"
"726",726,726,"GCA_035582765.1","Streptophyta",4023,"Acer negundo",NA,NA,"H","H","H","H",91.9,1.5,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"727",727,727,"GCA_035896635.1","Streptophyta",3641,"Theobroma cacao",NA,NA,"H","H","H","H",89.3,6.9,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Theobroma"
"728",728,728,"GCA_036250425.1","Streptophyta",79078,"Stylosanthes scabra",NA,NA,"H","H","H","H",94.1,3.8,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Stylosanthes"
"729",729,729,"GCA_036320975.1","Streptophyta",29729,"Gossypium arboreum",NA,NA,"H","H","H","H",95.4,2.5,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"730",730,730,"GCA_036689595.1","Streptophyta",547442,"Paspalum notatum var. saurae",NA,NA,"H","H","H","H",91.9,2.4,"Magnoliopsida","Streptophyta","Poales","Poaceae","Paspalum"
"731",731,731,"GCA_036851095.1","Streptophyta",3641,"Theobroma cacao",NA,NA,"H","H","H","H",91.3,3.8,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Theobroma"
"732",732,732,"GCA_036851125.1","Streptophyta",3641,"Theobroma cacao",NA,NA,"H","H","H","H",95.5,2.7,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Theobroma"
"733",733,733,"GCA_036851155.1","Streptophyta",3641,"Theobroma cacao",NA,NA,"H","H","H","H",95,2.8,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Theobroma"
"734",734,734,"GCA_036885675.1","Streptophyta",3915,"Vigna mungo",NA,NA,"L","H","H",NA,79.5,10.1,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna"
"735",735,735,"GCA_037074985.1","Streptophyta",147425,"Solanum bulbocastanum",NA,NA,"H","H","H","H",88.2,2.8,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"736",736,736,"GCA_037126225.1","Streptophyta",194707,"Dillenia turbinata",NA,NA,"H","H","H","H",93.9,2.8,"Magnoliopsida","Streptophyta","Dilleniales","Dilleniaceae","Dillenia"
"737",737,737,"GCA_037833805.1","Streptophyta",1480154,"Marchantia polymorpha subsp. ruderalis",NA,NA,"H","H","H","H",87.4,1.1,"Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"738",738,738,"GCA_037833965.1","Streptophyta",1480154,"Marchantia polymorpha subsp. ruderalis",NA,NA,"H","H","H","H",87.4,1.1,"Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"739",739,739,"GCA_037953625.1","Streptophyta",3830,"Crotalaria pallida",NA,NA,"H","H","H","H",79.5,1.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Crotalaria"
"740",740,740,"GCA_037954015.1","Streptophyta",3891,"Psophocarpus tetragonolobus",NA,NA,"H","H","H","H",80,0.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Psophocarpus"
"741",741,741,"GCA_037954025.1","Streptophyta",3886,"Phaseolus coccineus",NA,NA,"H","H","H","H",93.9,0.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Phaseolus"
"742",742,742,"GCA_037954105.1","Streptophyta",3824,"Canavalia gladiata",NA,NA,"H","H","H","H",81.7,0.9,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Canavalia"
"743",743,743,"GCA_037962975.1","Streptophyta",43366,"Clitoria ternatea",NA,NA,"H","H","H","L",83.6,0.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Clitoria"
"744",744,744,"GCA_038405125.1","Streptophyta",3635,"Gossypium hirsutum",NA,NA,"H","H","H","H",99.4,0.4,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"745",745,745,"GCA_038485115.1","Streptophyta",183260,"Hibiscus sabdariffa",NA,NA,"H","H","H","H",88.5,1.8,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus"
"746",746,746,"GCA_038485135.2","Streptophyta",183260,"Hibiscus sabdariffa",NA,NA,"H","H","H","H",92,1.4,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus"
"747",747,747,"GCA_038485145.1","Streptophyta",183260,"Hibiscus sabdariffa",NA,NA,"H","H","H","H",99.2,0.4,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus"
"748",748,748,"GCA_038677285.1","Streptophyta",3708,"Brassica napus",NA,NA,"H","H","H","H",99.2,0.1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"749",749,749,"GCA_039105155.1","Streptophyta",1480154,"Marchantia polymorpha subsp. ruderalis",NA,NA,"H","H","H","H",87.4,1.1,"Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"750",750,750,"GCA_039513925.1","Streptophyta",2320716,"Platanthera zijinensis",NA,NA,"H","H","H","H",79.5,6.4,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Platanthera"
"751",751,751,"GCA_039583875.1","Streptophyta",2320717,"Platanthera guangdongensis",NA,NA,"H","H","H","M",58.1,11.1,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Platanthera"
"752",752,752,"GCA_039602395.1","Streptophyta",3103831,"Deinandra increscens subsp. villosa",NA,NA,"H","H","H","H",95.5,0.6,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Deinandra"
"753",753,753,"GCA_039657325.1","Streptophyta",152367,"Stephania cephalantha",NA,NA,"H","H",NA,"H",96,1.8,"Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania"
"754",754,754,"GCA_039657345.1","Streptophyta",461633,"Stephania japonica",NA,NA,"H","H","H","H",96.7,0.9,"Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania"
"755",755,755,"GCA_039657365.1","Streptophyta",152371,"Stephania yunnanensis",NA,NA,"H","H","H","H",96,1.2,"Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania"
"756",756,756,"GCA_039657385.1","Streptophyta",2935761,"Citrus x changshan-huyou",NA,NA,"H","H","H","H",94.7,2.1,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"757",757,757,"GCA_039657395.1","Streptophyta",2935761,"Citrus x changshan-huyou",NA,NA,"H","H","H","H",94.5,2.4,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"758",758,758,"GCA_039720395.1","Streptophyta",63359,"Liquidambar formosana",NA,NA,"H","H","H","H",83.1,11.4,"Magnoliopsida","Streptophyta","Saxifragales","Altingiaceae","Liquidambar"
"759",759,759,"GCA_040167595.1","Streptophyta",3572,"Saponaria officinalis",NA,NA,"H","H","H","H",98.9,0.4,"Magnoliopsida","Streptophyta","Caryophyllales","Caryophyllaceae","Saponaria"
"760",760,760,"GCA_040182985.1","Streptophyta",425828,"Lithocarpus litseifolius",NA,NA,"H","H","H","M",96,2.1,"Magnoliopsida","Streptophyta","Fagales","Fagaceae","Lithocarpus"
"761",761,761,"GCA_040183295.1","Streptophyta",59490,"Rubus argutus",NA,NA,"H","H","H","H",92.5,3.6,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Rubus"
"762",762,762,"GCA_040256815.2","Streptophyta",4565,"Triticum aestivum",NA,NA,"H","H","H","H",99.1,0.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum"
"763",763,763,"GCA_040285695.1","Streptophyta",2727405,"Sesamum angustifolium",NA,NA,"H","H","H","L",70.6,14.3,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum"
"764",764,764,"GCA_040285715.1","Streptophyta",2727403,"Sesamum calycinum",NA,NA,"H","H","H","H",73.1,12.8,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum"
"765",765,765,"GCA_040286105.1","Streptophyta",2727402,"Sesamum latifolium",NA,NA,"H","H","H","H",75,13.1,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum"
"766",766,766,"GCA_040286145.1","Streptophyta",300843,"Sesamum radiatum",NA,NA,"H","H","H","M",83.6,9.9,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum"
"767",767,767,"GCA_040372305.1","Streptophyta",34254,"Lithospermum erythrorhizon",NA,NA,"H","H","H","M",87.5,4.6,"Magnoliopsida","Streptophyta","Boraginales","Boraginaceae","Lithospermum"
"768",768,768,"GCA_040436765.1","Streptophyta",3656,"Cucumis melo",NA,NA,"H","H","H","H",91.3,3.3,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis"
"769",769,769,"GCA_040550855.1","Streptophyta",52824,"Brassica carinata",NA,NA,"H","H","H","H",99.6,0.1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"770",770,770,"GCA_040584065.1","Streptophyta",52824,"Brassica carinata",NA,NA,"H","H","H","H",99.6,0.1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"771",771,771,"GCA_040670175.1","Streptophyta",117978,"Dendrobium thyrsiflorum",NA,NA,"H","H","H","H",91.5,2.3,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium"
"772",772,772,"GCA_040938325.1","Streptophyta",3635,"Gossypium hirsutum",NA,NA,"H","H","H","H",99.3,0.5,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"773",773,773,"GCA_040955855.1","Streptophyta",228776,"Cardamine amara subsp. amara",NA,NA,"H","H","H","H",95.5,0.7,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Cardamine"
"774",774,774,"GCA_041154535.1","Streptophyta",542762,"Camellia sinensis var. sinensis",NA,NA,"H","H","H","H",97.3,1.6,"Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"775",775,775,"GCA_041154625.1","Streptophyta",378228,"Prunus speciosa",NA,NA,"H","H","H","H",97.8,0.4,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"776",776,776,"GCA_041381175.1","Streptophyta",28513,"Salvia divinorum",NA,NA,"H","H","H","H",98.5,0.6,"Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Salvia"
"777",777,777,"GCA_041383265.1","Streptophyta",3818,"Arachis hypogaea",NA,NA,"H","H","H","H",99.3,0.3,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Arachis"
"778",778,778,"GCA_042100155.1","Streptophyta",4039,"Daucus carota",NA,NA,"H","H","H",NA,96.4,0.6,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Daucus"
"779",779,779,"GCA_043165305.1","Streptophyta",520843,"Flemingia macrophylla",NA,NA,"H","H","H","M",98.6,0.5,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Flemingia"
"780",780,780,"GCA_043235775.1","Streptophyta",126358,"Abeliophyllum distichum",NA,NA,"H","H","H","H",89.3,4.1,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Abeliophyllum"
"781",781,781,"GCA_043237855.1","Streptophyta",205694,"Forsythia ovata",NA,NA,"H","H","H","H",92.6,3.6,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Forsythia"
"782",782,782,"GCA_043381025.1","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H",99.9,0,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"783",783,783,"GCA_043381455.1","Streptophyta",41844,"Riccia fluitans",NA,NA,"H","H","H",NA,83.3,3,"Marchantiopsida","Streptophyta","Marchantiales","Ricciaceae","Riccia"
"784",784,784,"GCA_044505025.1","Streptophyta",338654,"Bienertia sinuspersici",NA,NA,NA,"H","M","H",72.2,12.8,"Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Bienertia"
